iter	Passed	Remaining
1666	51640	25804
1667	51672	25774
1668	51700	25741
1669	51729	25709
1670	51759	25678
1671	51791	25647
1672	51821	25616
1673	51853	25585
1674	51887	25556
1675	51916	25524
1676	51948	25494
1677	51981	25464
1678	52008	25431
1679	52038	25399
1680	52065	25366
1681	52095	25335
1682	52126	25304
1683	52156	25272
1684	52191	25244
1685	52223	25213
1686	52252	25181
1687	52281	25149
1688	52312	25118
1689	52341	25086
1690	52370	25054
1691	52400	25023
1692	52432	24992
1693	52461	24960
1694	52490	24928
1695	52519	24897
1696	52547	24864
1697	52576	24832
1698	52605	24801
1699	52649	24776
1700	52677	24743
1701	52707	24712
1702	52738	24681
1703	52769	24650
1704	52803	24621
1705	52832	24589
1706	52861	24557
1707	52890	24525
1708	52918	24493
1709	52949	24462
1710	52976	24429
1711	53004	24396
1712	53032	24364
1713	53063	24333
1714	53097	24303
1715	53126	24272
1716	53152	24239
1717	53181	24207
1718	53208	24174
1719	53238	24143
1720	53268	24111
1721	53295	24078
1722	53324	24046
1723	53354	24015
1724	53387	23985
1725	53420	23955
1726	53451	23924
1727	53483	23894
1728	53512	23862
1729	53540	23830
1730	53568	23798
1731	53600	23767
1732	53630	23735
1733	53660	23704
1734	53689	23672
1735	53714	23639
1736	53745	23608
1737	53773	23576
1738	53801	23544
1739	53829	23511
1740	53863	23482
1741	53893	23450
1742	53924	23419
1743	53956	23389
1744	53984	23357
1745	54013	23325
1746	54044	23294
1747	54075	23263
1748	54108	23233
1749	54135	23200
1750	54165	23169
1751	54193	23137
1752	54223	23106
1753	54254	23075
1754	54281	23042
1755	54307	23009
1756	54335	22977
1757	54362	22944
1758	54390	22912
1759	54425	22883
1760	54456	22852
1761	54488	22822
1762	54521	22791
1763	54549	22759
1764	54578	22728
1765	54605	22695
1766	54635	22664
1767	54664	22632
1768	54694	22601
1769	54723	22569
1770	54754	22538
1771	54785	22507
1772	54814	22476
1773	54845	22445
1774	54872	22412
1775	54905	22382
1776	54935	22351
1777	54966	22320
1778	54992	22287
1779	55022	22256
1780	55050	22224
1781	55077	22191
1782	55104	22159
1783	55136	22128
1784	55165	22097
1785	55197	22066
1786	55225	22034
1787	55254	22003
1788	55284	21971
1789	55313	21940
1790	55343	21908
1791	55373	21877
1792	55403	21846
1793	55430	21813
1794	55459	21782
1795	55492	21751
1796	55520	21719
1797	55545	21686
1798	55577	21656
1799	55609	21625
1800	55638	21594
1801	55666	21562
1802	55695	21530
1803	55723	21498
1804	55756	21468
1805	55785	21436
1806	55813	21404
1807	55839	21372
1808	55870	21341
1809	55901	21310
1810	55932	21279
1811	55963	21248
1812	55993	21217
1813	56025	21187
1814	56056	21156
1815	56088	21125
1816	56116	21093
1817	56144	21061
1818	56176	21031
1819	56204	20999
1820	56234	20968
1821	56266	20937
1822	56296	20906
1823	56326	20875
1824	56354	20843
1825	56383	20811
1826	56416	20781
1827	56443	20749
1828	56471	20717
1829	56503	20686
1830	56533	20656
1831	56566	20625
1832	56596	20594
1833	56626	20563
1834	56654	20531
1835	56681	20499
1836	56714	20468
1837	56742	20437
1838	56772	20406
1839	56800	20374
1840	56827	20341
1841	56858	20311
1842	56891	20281
1843	56932	20253
1844	56963	20222
1845	56995	20192
1846	57024	20160
1847	57053	20129
1848	57080	20097
1849	57107	20064
1850	57134	20032
1851	57165	20001
1852	57194	19970
1853	57226	19939
1854	57257	19909
1855	57283	19876
1856	57312	19844
1857	57342	19813
1858	57375	19783
1859	57406	19752
1860	57433	19720
1861	57464	19689
1862	57496	19659
1863	57527	19628
1864	57557	19597
1865	57587	19566
1866	57616	19534
1867	57647	19503
1868	57676	19472
1869	57707	19441
1870	57735	19409
1871	57766	19378
1872	57803	19350
1873	57832	19318
1874	57861	19287
1875	57892	19256
1876	57923	19225
1877	57949	19193
1878	57982	19162
1879	58014	19132
1880	58040	19099
1881	58066	19067
1882	58093	19035
1883	58122	19004
1884	58154	18973
1885	58185	18942
1886	58213	18910
1887	58240	18878
1888	58272	18848
1889	58304	18817
1890	58337	18787
1891	58365	18755
1892	58396	18725
1893	58425	18693
1894	58460	18664
1895	58494	18634
1896	58523	18603
1897	58553	18571
1898	58580	18539
1899	58610	18508
1900	58637	18476
1901	58663	18444
1902	58691	18412
1903	58720	18380
1904	58750	18349
1905	58776	18317
1906	58803	18285
1907	58832	18254
1908	58861	18222
1909	58890	18191
1910	58919	18159
1911	58948	18128
1912	58983	18099
1913	59011	18067
1914	59042	18036
1915	59071	18004
1916	59097	17972
1917	59140	17945
1918	59167	17913
1919	59195	17882
1920	59226	17851
1921	59254	17819
1922	59284	17788
1923	59313	17756
1924	59344	17726
1925	59374	17695
1926	59403	17663
1927	59430	17631
1928	59462	17601
1929	59489	17569
1930	59521	17538
1931	59552	17508
1932	59585	17478
1933	59618	17447
1934	59645	17415
1935	59688	17388
1936	59716	17356
1937	59745	17325
1938	59773	17294
1939	59799	17261
1940	59848	17236
1941	59878	17205
1942	59910	17174
1943	59942	17144
1944	59974	17113
1945	60004	17082
1946	60037	17052
1947	60070	17022
1948	60103	16991
1949	60134	16961
1950	60169	16931
1951	60202	16901
1952	60236	16871
1953	60268	16840
1954	60295	16808
1955	60325	16777
1956	60352	16745
1957	60380	16714
1958	60410	16682
1959	60441	16652
1960	60472	16621
1961	60503	16590
1962	60532	16559
1963	60562	16528
1964	60594	16497
1965	60623	16466
1966	60651	16434
1967	60683	16404
1968	60714	16373
1969	60745	16342
1970	60776	16311
1971	60805	16280
1972	60838	16250
1973	60873	16220
1974	60903	16189
1975	60929	16157
1976	60963	16127
1977	60992	16095
1978	61020	16064
1979	61048	16032
1980	61077	16001
1981	61104	15969
1982	61131	15938
1983	61161	15906
1984	61190	15875
1985	61218	15843
1986	61249	15813
1987	61280	15782
1988	61310	15751
1989	61342	15721
1990	61373	15690
1991	61405	15659
1992	61438	15629
1993	61472	15599
1994	61509	15570
1995	61541	15539
1996	61569	15508
1997	61598	15476
1998	61626	15445
1999	61659	15414
2000	61689	15383
2001	61722	15353
2002	61751	15322
2003	61779	15290
2004	61807	15259
2005	61838	15228
2006	61871	15198
2007	61919	15171
2008	61951	15141
2009	61985	15111
2010	62014	15079
2011	62048	15049
2012	62080	15018
2013	62116	14989
2014	62158	14961
2015	62188	14930
2016	62221	14899
2017	62255	14869
2018	62291	14840
2019	62327	14810
2020	62363	14780
2021	62399	14751
2022	62432	14720
2023	62465	14690
2024	62496	14659
2025	62530	14629
2026	62560	14598
2027	62587	14566
2028	62620	14536
2029	62653	14506
2030	62684	14475
2031	62713	14443
2032	62745	14413
2033	62775	14382
2034	62812	14352
2035	62842	14321
2036	62875	14291
2037	62903	14259
2038	62929	14227
2039	62961	14197
2040	62990	14165
2041	63030	14137
2042	63056	14105
2043	63085	14073
2044	63115	14042
2045	63142	14011
2046	63170	13979
2047	63200	13948
2048	63232	13917
2049	63263	13887
2050	63295	13856
2051	63323	13825
2052	63353	13793
2053	63386	13763
2054	63420	13733
2055	63456	13703
2056	63486	13672
2057	63518	13641
2058	63549	13611
2059	63580	13580
2060	63610	13549
2061	63641	13518
2062	63672	13487
2063	63702	13456
2064	63729	13424
2065	63761	13394
2066	63791	13363
2067	63823	13332
2068	63852	13301
2069	63883	13270
2070	63911	13239
2071	63943	13208
2072	63978	13178
2073	64015	13148
2074	64043	13117
2075	64072	13086
2076	64104	13055
2077	64134	13024
2078	64160	12992
2079	64189	12961
2080	64219	12930
2081	64247	12898
2082	64280	12868
2083	64309	12837
2084	64338	12806
2085	64366	12774
2086	64399	12744
2087	64427	12712
2088	64458	12681
2089	64487	12650
2090	64517	12619
2091	64547	12588
2092	64574	12557
2093	64611	12527
2094	64641	12496
2095	64671	12465
2096	64702	12434
2097	64734	12403
2098	64765	12373
2099	64797	12342
2100	64832	12312
2101	64863	12281
2102	64890	12249
2103	64919	12218
2104	64950	12187
2105	64977	12156
2106	65005	12124
2107	65035	12093
2108	65065	12062
2109	65093	12031
2110	65121	12000
2111	65152	11969
2112	65186	11938
2113	65216	11907
2114	65252	11878
2115	65284	11847
2116	65320	11817
2117	65354	11787
2118	65387	11756
2119	65418	11725
2120	65448	11694
2121	65480	11664
2122	65514	11634
2123	65546	11603
2124	65572	11571
2125	65600	11540
2126	65628	11508
2127	65659	11478
2128	65686	11446
2129	65712	11414
2130	65742	11383
2131	65771	11352
2132	65802	11321
2133	65834	11291
2134	65869	11261
2135	65899	11230
2136	65945	11201
2137	65978	11171
2138	66005	11139
2139	66032	11108
2140	66061	11077
2141	66091	11046
2142	66116	11014
2143	66144	10982
2144	66177	10952
2145	66206	10921
2146	66237	10890
2147	66265	10859
2148	66294	10828
2149	66327	10797
2150	66358	10766
2151	66389	10735
2152	66422	10705
2153	66452	10674
2154	66486	10643
2155	66517	10613
2156	66546	10582
2157	66576	10550
2158	66604	10519
2159	66639	10489
2160	66670	10458
2161	66704	10428
2162	66731	10396
2163	66763	10366
2164	66792	10335
2165	66821	10303
2166	66852	10273
2167	66883	10242
2168	66912	10211
2169	66944	10180
2170	66974	10149
2171	67005	10118
2172	67032	10087
2173	67063	10056
2174	67095	10025
2175	67126	9994
2176	67151	9963
2177	67181	9932
2178	67210	9901
2179	67239	9869
2180	67270	9839
2181	67302	9808
2182	67337	9778
2183	67365	9746
2184	67391	9715
2185	67423	9684
2186	67453	9653
2187	67485	9623
2188	67516	9592
2189	67545	9561
2190	67573	9530
2191	67601	9498
2192	67632	9467
2193	67660	9436
2194	67687	9405
2195	67714	9373
2196	67744	9342
2197	67771	9311
2198	67800	9280
2199	67830	9249
2200	67864	9219
2201	67894	9188
2202	67926	9157
2203	67956	9126
2204	67984	9095
2205	68014	9064
2206	68046	9033
2207	68075	9002
2208	68103	8971
2209	68132	8940
2210	68161	8909
2211	68192	8878
2212	68225	8847
2213	68259	8817
2214	68291	8786
2215	68324	8756
2216	68350	8724
2217	68381	8694
2218	68410	8663
2219	68436	8631
2220	68466	8600
2221	68495	8569
2222	68527	8538
2223	68555	8507
2224	68589	8477
2225	68619	8446
2226	68650	8415
2227	68683	8385
2228	68719	8354
2229	68757	8324
2230	68794	8294
2231	68828	8264
2232	68877	8235
2233	68909	8204
2234	68942	8174
2235	69003	8147
2236	69036	8116
2237	69067	8085
2238	69108	8055
2239	69137	8024
2240	69168	7994
2241	69200	7963
2242	69229	7932
2243	69261	7901
2244	69292	7870
2245	69325	7839
2246	69353	7808
2247	69388	7778
2248	69430	7748
2249	69469	7718
2250	69503	7688
2251	69534	7657
2252	69569	7626
2253	69603	7596
2254	69641	7566
2255	69676	7535
2256	69715	7505
2257	69757	7476
2258	69791	7445
2259	69823	7414
2260	69857	7384
2261	69894	7354
2262	69929	7323
2263	69959	7292
2264	69989	7261
2265	70023	7231
2266	70058	7200
2267	70090	7169
2268	70124	7139
2269	70162	7109
2270	70197	7078
2271	70229	7047
2272	70259	7016
2273	70292	6985
2274	70322	6955
2275	70354	6924
2276	70390	6893
2277	70435	6864
2278	70477	6834
2279	70530	6805
2280	70573	6775
2281	70625	6746
2282	70663	6716
2283	70709	6687
2284	70749	6656
2285	70791	6627
2286	70837	6597
2287	70873	6566
2288	70906	6536
2289	70938	6505
2290	70968	6474
2291	71003	6443
2292	71033	6412
2293	71068	6381
2294	71099	6350
2295	71133	6320
2296	71178	6290
2297	71215	6260
2298	71249	6229
2299	71283	6198
2300	71318	6167
2301	71346	6136
2302	71377	6105
2303	71410	6074
2304	71442	6043
2305	71479	6013
2306	71510	5982
2307	71536	5951
2308	71566	5919
2309	71599	5889
2310	71634	5858
2311	71662	5827
2312	71689	5795
2313	71718	5764
2314	71748	5733
2315	71776	5702
2316	71807	5671
2317	71837	5640
2318	71867	5609
2319	71895	5578
2320	71924	5546
2321	71953	5515
2322	71982	5484
2323	72010	5453
2324	72042	5422
2325	72074	5391
2326	72105	5360
2327	72135	5329
2328	72178	5299
2329	72204	5268
2330	72233	5237
2331	72261	5205
2332	72293	5174
2333	72323	5143
2334	72358	5113
2335	72390	5082
2336	72422	5051
2337	72454	5020
2338	72482	4989
2339	72512	4958
2340	72538	4926
2341	72568	4895
2342	72599	4864
2343	72639	4834
2344	72670	4803
2345	72698	4772
2346	72728	4741
2347	72760	4710
2348	72793	4679
2349	72820	4648
2350	72848	4616
2351	72881	4586
2352	72915	4555
2353	72944	4524
2354	72971	4492
2355	73004	4462
2356	73034	4431
2357	73063	4399
2358	73092	4368
2359	73121	4337
2360	73150	4306
2361	73178	4275
2362	73209	4244
2363	73239	4213
2364	73275	4182
2365	73305	4151
2366	73349	4121
2367	73381	4090
2368	73414	4059
2369	73446	4028
2370	73473	3997
2371	73505	3966
2372	73535	3935
2373	73562	3904
2374	73593	3873
2375	73624	3842
2376	73650	3811
2377	73680	3780
2378	73709	3749
2379	73735	3717
2380	73763	3686
2381	73791	3655
2382	73820	3624
2383	73854	3593
2384	73890	3562
2385	73930	3532
2386	73960	3501
2387	73994	3470
2388	74022	3439
2389	74050	3408
2390	74096	3377
2391	74122	3346
2392	74155	3315
2393	74187	3284
2394	74217	3253
2395	74243	3222
2396	74275	3191
2397	74305	3160
2398	74334	3129
2399	74365	3098
2400	74396	3067
2401	74425	3036
2402	74468	3005
2403	74497	2974
2404	74535	2944
2405	74565	2913
2406	74596	2882
2407	74627	2851
2408	74658	2820
2409	74689	2789
2410	74718	2758
2411	74747	2727
2412	74776	2696
2413	74810	2665
2414	74836	2633
2415	74866	2602
2416	74894	2571
2417	74922	2540
2418	74952	2509
2419	74984	2478
2420	75016	2447
2421	75044	2416
2422	75072	2385
2423	75103	2354
2424	75131	2323
2425	75168	2292
2426	75199	2261
2427	75230	2230
2428	75262	2199
2429	75291	2168
2430	75319	2137
2431	75348	2106
2432	75374	2075
2433	75403	2044
2434	75431	2013
2435	75460	1982
2436	75487	1951
2437	75515	1920
2438	75543	1889
2439	75572	1858
2440	75600	1827
2441	75626	1796
2442	75656	1765
2443	75687	1734
2444	75716	1703
2445	75748	1672
2446	75778	1641
2447	75806	1610
2448	75847	1579
2449	75875	1548
2450	75902	1517
2451	75933	1486
2452	75962	1455
2453	75989	1424
2454	76019	1393
2455	76052	1362
2456	76081	1331
2457	76114	1300
2458	76145	1269
2459	76173	1238
2460	76205	1207
2461	76235	1176
2462	76264	1145
2463	76294	1114
2464	76321	1083
2465	76351	1052
2466	76385	1021
2467	76417	990
2468	76447	959
2469	76479	928
2470	76508	897
2471	76538	866
2472	76566	835
2473	76592	804
2474	76618	773
2475	76647	742
2476	76676	711
2477	76707	681
2478	76741	650
2479	76772	619
2480	76801	588
2481	76833	557
2482	76860	526
2483	76890	495
2484	76918	464
2485	76947	433
2486	76978	402
2487	77010	371
2488	77044	340
2489	77077	309
2490	77110	278
2491	77137	247
2492	77166	216
2493	77192	185
2494	77220	154
2495	77249	123
2496	77280	92
2497	77306	61
2498	77339	30
2499	77366	0
